Institution Name;English Institution Name;Country Code;Institution Category - English;Total students enrolled ISCED 5-7;Total students enrolled at ISCED 8
Københavns Erhvervsakademie (KEA);The Copenhagen School of Design and Technology;DK;Business Academy;5312;a
Erhvervsakademi Sjælland;Zealand Institute of Business and Technology;DK;Business Academy;3675;a
Erhvervsakademi Dania;Dania Academy;DK;Business Academy;2361;a
IBA Erhvervsakademi Kolding;IBA International Business Academy;DK;Business Academy;1486;a
Erhvervsakademiet Lillebælt;Lillebaelt – Academy of professional higher education;DK;Business Academy;4555;a
Erhvervsakademiet Copenhagen Business;Copenhagen Business Academy;DK;Business Academy;5833;a
Erhvervsakademi SydVest;EA Business Academy SouthWest;DK;Business Academy;1415;a
Erhvervsakademi Midtvest;Business Academy of higher education MidWest (in Danish);DK;Business Academy;756;a
Erhvervsakademi Aarhus;Business Academy Aarhus;DK;Business Academy;4789;a
Danmarks Medie og Journalisthøjskole;Danish School of Media and Journalism;DK;University college;2037;a
SIMAC;Svendborg International Maritime Academy (SIMAC);DK;Maritime educ. Inst.;721;a
Kriminalforsorgens Uddannelsescenter;Probation Learning Center;DK;School for police, defence;159;a
Ilisimatusarfik;University of Greenland;DK;University;m;m
Fróðskaparsetur Føroya;University of the Faroe Islands;DK;University;m;m
Den Frie Lærerskole;The Independent Academy for Free School Teaching;DK;University college;317;a
Tartu Ülikool;University of Tartu;EE;university;11417;1257
Tallinna Tehnikaülikool;Tallinn University of Technology;EE;university;10246;644
Tallinna Ülikool;Tallinn University;EE;university;7431;356
Eesti Maaülikool;Estonian University of Life Sciences;EE;university;3011;221
Eesti Ettevõtluskõrgkool Mainor;Estonian Entrepreneurship University of Applied Sciences;EE;institution of professional higher education;1454;a
Tallinna Tehnikakõrgkool;TTK University of Applied Sciences;EE;institution of professional higher education;2183;a
Estonian Business School;Estonian Business School;EE;university;1382;56
Euroakadeemia;Euroacademy;EE;institution of professional higher education;539;a
Tallinna Tervishoiu Kõrgkool;Tallinn Health Care College;EE;institution of professional higher education;1268;a
Tartu Tervishoiu Kõrgkool;Tartu Health Care College;EE;institution of professional higher education;1022;a
Eesti Kunstiakadeemia;Estonian Academy of Arts;EE;university;1022;58
Sisekaitseakadeemia;Estonian Academy of Security Sciences;EE;institution of professional higher education;671;a
Lääne-Viru Rakenduskõrgkool;Lääne-Viru College;EE;institution of professional higher education;951;a
Eesti Muusika- ja Teatriakadeemia;Estonian Academy of Music and Theatre;EE;university;611;43
Eesti Infotehnoloogia Kolledž;The Estonian Information Technology College;EE;institution of professional higher education;956;a
Eesti Lennuakadeemia;Estonian Aviation Academy;EE;institution of professional higher education;251;a
Tartu Kõrgem Kunstikool;Tartu Art College;EE;institution of professional higher education;313;a
Arvutikolledž;Computer Science college;EE;institution of professional higher education;a;a
Eesti Metodisti Kiriku Teoloogiline Seminar;Baltic Methodist Theological Seminar;EE;institution of professional higher education;60;a
Kaitseväe Ühendatud Õppeasutused;Estonian National Defence College;EE;institution of professional higher education;192;a
EELK Usuteaduse Instituut;Institute of Theology of the Estonian Evangelical Lutheran Church;EE;institution of professional higher education;132;a
EEKBKL Kõrgem Usuteaduslik Seminar;Theological Seminary;EE;institution of professional higher education;47;a
Universidad de Almería;University of Almeria;ES;University;12762;814
Universidad de Cádiz;University of Cádiz;ES;University;21141;871
Universidad de Córdoba;University of Cordoba;ES;University;16858;1255
Universidad de Granada;University of Granada;ES;University;49203;2729
Universidad de Huelva;University of Huelva;ES;University;10698;420
Universidad de Jaén;University of Jaén;ES;University;14530;538
Universidad de Málaga;University of Málaga;ES;University;34983;1421
Universidad Pablo de Olavide;Pablo de Olavide University;ES;University;10699;722
Universidad de Sevilla;University of Seville;ES;University;58756;2720
Universidad de Zaragoza;University of Zaragoza;ES;University;29629;1836
Universidad de Oviedo;University of Oviedo;ES;University;20300;1363
Universitat de les Illes Balears;University of the Balearic Islands;ES;University;12862;711
Universidad de La Laguna;University of La Laguna;ES;University;18631;692
Universidad de Las Palmas de Gran Canaria;University of Las Palmas de Gran Canaria;ES;University;17894;532
Universidad de Cantabria;University of Cantabria;ES;University;9947;510
Universitat Autònoma de Barcelona;Autonomous University of Barcelona;ES;University;35649;3982
Universitat de Barcelona;University of Barcelona;ES;University;52580;3612
Universitat de Girona;University of Girona;ES;University;14646;672
Universitat de Lleida;University of Lleida;ES;University;9654;480
Universitat Politècnica de Catalunya · BarcelonaTech;Universitat Politècnica de Catalunya · BarcelonaTech;ES;University;29194;1889
Universitat Pompeu Fabra;Pompeu Fabra University;ES;University;18054;1244
Universitat Rovira i Virgili;Rovira i Virgili University;ES;University;12988;1018
Universidad de Castilla-La Mancha;University of Castilla-La Mancha;ES;University;24342;1317
Universidad de Alicante;University of Alicante;ES;University;24053;1305
Universidad Jaume I de Castellón;Jaume I University;ES;University;13181;589
Universidad Miguel Hernández de Elche;Miguel Hernández University of Elche;ES;University;12547;420
Universidad Politécnica de Valencia;Technical University of Valencia;ES;University;25635;1814
Universitat de València (Estudi General);University of Valencia;ES;University;44283;3211
Universidad de Burgos;University of Burgos;ES;University;7014;324
Universidad de León;University of León;ES;University;10761;462
Universidad de Salamanca;University of Salamanca;ES;University;22901;2035
Universidad de Valladolid;University of Valladolid;ES;University;21122;1450
Universidad de Extremadura;University of Extremadura;ES;University;20405;768
Universidad de A Coruña;University of A Coruña;ES;University;16251;1033
Universidad de Santiago de Compostela;University of Santiago de Compostela;ES;University;21771;2086
Universidad de Vigo;University of Vigo;ES;University;18856;1137
Universidad de Alcalá;University of Alcalá;ES;University;17214;1173
Universidad Autónoma de Madrid;Autonomous University of Madrid;ES;University;26360;2953
Universidad Carlos III de Madrid;Carlos III University of Madrid;ES;University;18526;979
Universidad Complutense de Madrid;Complutense University of Madrid;ES;University;66425;5070
Universidad Politécnica de Madrid;Technical University of Madrid;ES;University;36208;1621
Universidad Rey Juan Carlos;Rey Juan Carlos University;ES;University;47248;787
Universidad de Murcia;University of Murcia;ES;University;30372;1841
Universidad Politécnica de Cartagena;Technical University of Cartagena;ES;University;5236;204
Universidad Pública de Navarra;Public University of Navarra;ES;University;7682;278
Universidad del País Vasco / Euskal Herriko Unibertsitatea;University of the Basque Country;ES;University;39891;2969
Universidad de La Rioja;University of La Rioja;ES;University;4006;201
IE. Universidad;IE University;ES;University;4208;51
Universidad a Distancia de Madrid (UDIMA);Open University of Madrid (UDIMA);ES;University;7408;60
Universidad Alfonso X El Sabio;Alfonso X El Sabio University;ES;University;6711;0
Universidad Antonio de Nebrija;Nebrija University;ES;University;6930;22
Universidad Camilo José Cela;Camilo José Cela University;ES;University;9913;0
Universidad Cardenal Herrera-CEU;Cardenal Herrera-CEU University;ES;University;8001;100
Universidad Católica Santa Teresa de Jesús de Ávila;Catholic University of Avila;ES;University;2506;0
Universidad Católica de Valencia;Catholic University of Valencia;ES;University;10925;236
Universidad Católica San Antonio de Murcia;San Antonio Catholic University of Murcia;ES;University;12877;403
Universidad de Deusto;University of Deusto;ES;University;9098;261
Universidad de Navarra;University of Navarra;ES;University;9998;864
Universidad Europea de Madrid;European University of Madrid;ES;University;11387;123
Universidad Europea Miguel de Cervantes;European University Miguel de Cervantes;ES;University;1525;0
Universidad Francisco de Vitoria;Francisco de Vitoria University;ES;University;8154;53
Universidad Internacional de Andalucía;International University of Andalucía;ES;University;255;15
Universidad Internacional Isabel I de Castilla;International University Isabel I de Castilla;ES;University;5213;0
Universidad Internacional de la Rioja;International University of La Rioja;ES;University;21879;21
Universidad Internacional Menéndez Pelayo;Menéndez Pelayo International University;ES;University;1573;53
Universidad Mondragón Unibertsitatea;Mondragon University;ES;University;4505;134
Universidad Nacional de Educación a Distancia;National University of Distance Education;ES;University;145579;1819
Universidad Pontificia Comillas;Comillas Pontifical University;ES;University;8945;195
Universidad Pontificia de Salamanca;Pontifical University of Salamanca;ES;University;4510;52
Universidad San Jorge;San Jorge University;ES;University;2280;44
Universidad San Pablo-CEU;San Pablo-CEU University;ES;University;8401;235
Universitat Abat Oliba CEU;Abat Oliba-CEU University;ES;University;1772;32
Universitat de Vic - Universitat Central de Catalunya;University of Vic - Central University of Catalonia;ES;University;7086;135
Universitat Internacional de Catalunya;International University of Catalonia;ES;University;3522;114
Universitat Internacional Valenciana (VIU);Valencian International University;ES;University;5090;0
Universitat Oberta de Catalunya;Open University of Catalonia;ES;University;47494;230
Universitat Ramón Llull;Ramon Llull University;ES;University;15541;199
Universidad Europea Canarias;;ES;University;447;0
Universidad Europea Valencia;;ES;University;1529;0
Universidad Loyola Andalucia;Loyola University Andalusia;ES;University;2356;39
Universidad Europea del Atlántico;European University of the Atlantic;ES;University;1544;a
Universidad Fernando Pessoa-Canarias;Fernando Pessoa Canarias University;ES;University;285;a
Helsingin yliopisto;University of Helsinki;FI;University;27354;4677
Turun yliopisto;University of Turku;FI;University;14161;1973
Åbo Akademi;Åbo Akademi University;FI;University;5146;723
Oulun yliopisto;University of Oulu;FI;University;11461;1282
Tampereen yliopisto;University of Tampere;FI;University;11671;1651
Jyväskylän yliopisto;University of Jyväskylä;FI;University;12319;1441
Svenska handelshögskolan;Hanken School of Economics;FI;University;2408;122
Vaasan yliopisto;University of Vaasa;FI;University;4967;384
Lappeenrannan teknillinen yliopisto;Lappeenranta University of Technology LUT;FI;University;4392;437
Tampereen teknillinen yliopisto;Tampere University of Technology;FI;University;6763;1048
Lapin yliopisto;University of Lapland;FI;University;4020;343
Maanpuolustuskorkeakoulu;Finnish National Defence University;FI;University;824;88
Aalto-yliopisto;Aalto University;FI;University;14707;2858
Itä-Suomen yliopisto;University of Eastern Finland;FI;University;13894;1638
Taideyliopisto;University of the Arts Helsinki;FI;University;1779;205
Lapin ammattikorkeakoulu;Lapland University of Applied Sciences;FI;University of Applied Sciences;5827;a
Högskolan på Åland;Åland University of Applied Sciences;FI;University of Applied Sciences;563;a
HAAGA-HELIA ammattikorkeakoulu;HAAGA-HELIA University of Applied Sciences;FI;University of Applied Sciences;10413;a
Metropolia ammattikorkeakoulu;Metropolia University of Applied Sciences;FI;University of Applied Sciences;16597;a
Yrkeshögskolan Novia;Novia University of Applied Sciences;FI;University of Applied Sciences;4057;a
Tampereen ammattikorkeakoulu;Tampere University of Applied Sciences;FI;University of Applied Sciences;9592;a
Hämeen ammattikorkeakoulu;Häme University of Applied Sciences;FI;University of Applied Sciences;6669;a
Karelia-ammattikorkeakoulu;Karelia University of Applied Sciences;FI;University of Applied Sciences;3747;a
Lahden ammattikorkeakoulu;Lahti University of Applied Sciences;FI;University of Applied Sciences;5030;a
Oulun ammattikorkeakoulu;Oulu University of Applied Sciences;FI;University of Applied Sciences;7935;a
Seinäjoen ammattikorkeakoulu;Seinäjoki University of Applied Sciences;FI;University of Applied Sciences;4825;a
Kajaanin ammattikorkeakoulu;Kajaani University of Applied Sciences;FI;University of Applied Sciences;2302;a
