uni1,uni2,weight
UNIVERSITA DEGLI STUDI DI SALERNO,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI DI CATANIA,SSML VITTORIA,1
LIBERA UNIVERSITA DI BOLZANO,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI INTERNAZIONALI DI ROMA,SSML VITTORIA,1
LIBERA UNIVERSITA DI LINGUE E COMUNICAZIONE IULM,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI DI UDINE,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI DI FERRARA,SSML VITTORIA,1
CONSERVATORIO STATALE DI MUSICA GROSSINI,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI DI TORINO,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI DI BARI ALDO MORO,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI DELLA BASILICATA,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI SUOR ORSOLA BENINCASA,SSML VITTORIA,1
UNIVERSITA PER STRANIERI DI SIENA,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI DI BERGAMO,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI DI PARMA,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI DEL PIEMONTE ORIENTALE AMEDEO AVOGADRO,SSML VITTORIA,1
SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CIELS,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI DEL MOLISE,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI DI ROMA FORO ITALICO,SSML VITTORIA,1
UNIVERSITA CARLO CATTANEO  LIUC,SSML VITTORIA,1
LIBERA UNIVERSITA MARIA SS ASSUNTA DI ROMA,SSML VITTORIA,1
SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI DI FOGGIA,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI DI ENNA KORE,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI DI BRESCIA,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI EUROPEA,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI DELLA TUSCIA,SSML VITTORIA,1
UNIVERSITA DEGLI STUDI DI PERUGIA,SSML VITTORIA,1
CONSERVATORIO STATALE DI MUSICA V BELLINI PALERMO,CONSERVATORIO STATALE DI MUSICA A SCARLATTI PALERMO,1
ACCADEMIA DI BELLE ARTI  MACERATA,ACCADEMIA DI BELLE ARTI DI FOGGIA,1
ACCADEMIADI BELLE ARTI DI CATANIA,ACCADEMIA DI BELLE ARTI DI FOGGIA,1
ACCADEMIA DI BELLE ARTI DI FROSINONE,ACCADEMIA DI BELLE ARTI DI FOGGIA,1
UNIVERSITA DEGLI STUDI DI GENOVA,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
UNIVERSITA DEGLI STUDI DI MESSINA,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
UNIVERSITA DEGLI STUDI DI TRENTO,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
UNIVERSITA DEGLI STUDI DI PADOVA,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
UNIVERSITA DEGLI STUDI DELLA CAMPANIA LUIGI VANVITELLI,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
UNIVERSITA DEGLI STUDI DI SIENA,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
LIBERA UNIVERSITA DI BOLZANO,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
UNIVERSITA DEGLI STUDI DI CAMERINO,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
UNIVERSITA DEGLI STUDI DI MODENA E REGGIO EMILIA,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
UNIVERSITA DEGLI STUDI DELLA TUSCIA,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
UNIVERSITA DEGLI STUDI DI ROMA FORO ITALICO,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
ISTITUTO SUPERIORE DI STUDI MUSICALI DI REGGIO EMILIA E CASTELNOVO NE MONTI,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
UNIVERSITA CARLO CATTANEO  LIUC,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
CONSERVATORIO DI MUSICA NICCOLÒ PICCINNI  BARI,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
CONSERVATORIO DI MUSICA L REFICE,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
CONSERVATORIO DI ADRIA,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
UNIVERSITA DEGLI STUDI DI SASSARI,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
UNIVERSITA DEGLI STUDI DI PARMA,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
UNIVERSITA DEGLI STUDI DI URBINO CARLO BO,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
UNIVERSITA PER STRANIERI DI SIENA,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
ISTITUTO SUPERIORE DI STUDI MUSICALI G BRICCIALDI TERNI,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
CONSERVATORIO DI MUSICA ALFREDO CASELLA,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
NABA NUOVA ACCADEMIA DI BELLE ARTI MILANO,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
POLITECNICO DI MILANO,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
ACCADEMIA DI BELLE ARTI DI BOLOGNA,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
ACCADEMIA DI BELLE ARTI DI BRERA,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
CONSERVATORIO STATALE DI MUSICA JACOPO TOMADINI,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
CONSERVATORIO DI MUSICA DI LATINA  OTTORINO RESPIGHI,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
CONSERVATORIO STATALE DI MUSICA GROSSINI,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
CONSERVATORIO STATALE DI MUSICA E F DALLABACO,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
FONDAZIONE SCUOLA DI MUSICA DI FIESOLE ONLUS,CONSERVATORIO DI MUSICA GIUSEPPE MARTUCCI SALERNO,1
VINCENZO FOPPA SOCIETÀ COOPERATIVA SOCIALE ONLUS,ACCADEMIA DI BELLE ARTI DI PALERMO,1
UNIVERSITA COMMERCIALE LUIGI BOCCONI,ACCADEMIA DI BELLE ARTI DI PALERMO,1
EUROPEAN UNIVERSITY INSTITUTE,ACCADEMIA DI BELLE ARTI DI PALERMO,1
SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,ACCADEMIA DI BELLE ARTI DI PALERMO,1
MEDIAZIONE LINGUISTICA PERUGIA SRL,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,1
CONSERVATORIO STATALE DI MUSICA V BELLINI PALERMO,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,1
CONSERVATORIO DI MUSICA STANISLAO GIACOMANTONIO,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,1
CONSERVATORIO DI MUSICA SANTA CECILIA,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,1
CONSERVATORIO DI MUSICA A VIVALDI,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,1
NABA NUOVA ACCADEMIA DI BELLE ARTI MILANO,UNIVERSITA DEGLI STUDI DI NAPOLI FEDERICO II,1
MEDIAZIONE LINGUISTICA PERUGIA SRL,UNIVERSITA CARLO CATTANEO  LIUC,1
ISTITUTO SUPERIORE DI STUDI MUSICALI DI REGGIO EMILIA E CASTELNOVO NE MONTI,UNIVERSITA CARLO CATTANEO  LIUC,1
CONSERVATORIO DI MUSICA SANTA CECILIA,UNIVERSITA CARLO CATTANEO  LIUC,1
ACCADEMIA DI BELLE ARTI DI ROMA,UNIVERSITA CARLO CATTANEO  LIUC,1
FINE ARTS ACADEMY OF VENICE,UNIVERSITA CARLO CATTANEO  LIUC,1
ACCADEMIA DI BELLE ARTI DI BOLOGNA,UNIVERSITA CARLO CATTANEO  LIUC,1
NABA NUOVA ACCADEMIA DI BELLE ARTI MILANO,UNIVERSITA CARLO CATTANEO  LIUC,1
FONDAZIONE ACCADEMIA DI BELLE ARTI P VANNUCCI,UNIVERSITA CARLO CATTANEO  LIUC,1
SCUOLA NORMALE SUPERIORE,UNIVERSITA CARLO CATTANEO  LIUC,1
UNIVERSITA DEGLI STUDI DELLA TUSCIA,CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,1
UNIVERSITA DEGLI STUDI DI SASSARI,CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,1
UNIVERSITA DEGLI STUDI DI TORINO,CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,1
UNIVERSITA DEGLI STUDI DI PAVIA,CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,1
UNIVERSITA DEGLI STUDI DI URBINO CARLO BO,CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,1
LUISS LIBERA UNIVERSITA INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI,CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,1
UNIVERSITA DEGLI STUDI SUOR ORSOLA BENINCASA,CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,1
UNIVERSITA DEGLI STUDI DI SALERNO,CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,1
CONSERVATORIO DI MUSICA LUIGI CHERUBINI,CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,1
UNIVERSITA CA FOSCARI VENEZIA,CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,1
CONSERVATORIO DI MUSICA STANISLAO GIACOMANTONIO,CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,1
CONSERVATORIO DI MUSICA SANTA CECILIA,CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,1
UNIVERSITA DEGLI STUDI DI CASSINO E DEL LAZIO MERIDIONALE,CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,1
CONSERVATORIO STATALE DI MUSICA DOMENICO CIMAROSA DI AVELLINO,UNIVERSITA DEGLI STUDI DI PALERMO,1
MEDIAZIONE LINGUISTICA PERUGIA SRL,UNIVERSITA DEGLI STUDI DI PALERMO,1
NABA NUOVA ACCADEMIA DI BELLE ARTI MILANO,UNIVERSITA DEGLI STUDI DI PALERMO,1
CONSERVATORIO DI MUSICA A VIVALDI,UNIVERSITA DEGLI STUDI DI PALERMO,1
CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,UNIVERSITA DEGLI STUDI DI PALERMO,1
CONSERVATORIO DI MUSICA LUIGI CHERUBINI,UNIVERSITA DEGLI STUDI DI PALERMO,1
CONSERVATORIO STATALE DI MUSICA V BELLINI PALERMO,ISTITUTO SUPERIORE DI STUDI MUSICALI VINCENZO BELLINI CATANIA,1
CONSERVATORIO DI MUSICA SANTA CECILIA,ISTITUTO SUPERIORE DI STUDI MUSICALI VINCENZO BELLINI CATANIA,1
CONSERVATORIO DI MUSICA LUIGI CHERUBINI,CONSERVATORIO DI MUSICA FRANCESCO VENEZZE,1
POLITECNICO DI MILANO,CONSERVATORIO DI MUSICA FRANCESCO VENEZZE,1
UNIVERSITA CA FOSCARI VENEZIA,CONSERVATORIO DI MUSICA FRANCESCO VENEZZE,1
ALMA MATER STUDIORUM  UNIVERSITA DI BOLOGNA,CONSERVATORIO DI MUSICA FRANCESCO VENEZZE,1
UNIVERSITA DEGLI STUDI DI VERONA,CONSERVATORIO DI MUSICA FRANCESCO VENEZZE,1
CONSERVATORIO DI MUSICA STANISLAO GIACOMANTONIO,CONSERVATORIO DI MUSICA DI LECCE  TITO SCHIPA,1
ALMA MATER STUDIORUM  UNIVERSITA DI BOLOGNA,CONSERVATORIO DI MUSICA DI LECCE  TITO SCHIPA,1
UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,CONSERVATORIO DI MUSICA DI LECCE  TITO SCHIPA,1
CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,CONSERVATORIO DI MUSICA DI LECCE  TITO SCHIPA,1
CONSERVATORIO DI MUSICA FRANCESCO VENEZZE,CONSERVATORIO DI MUSICA DI LECCE  TITO SCHIPA,1
CONSERVATORIO STATALE DI MUSICA V BELLINI PALERMO,CONSERVATORIO DI MUSICA DI LECCE  TITO SCHIPA,1
ISTITUTO SUPERIORE DI STUDI MUSICALI VINCENZO BELLINI CATANIA,CONSERVATORIO DI MUSICA DI LECCE  TITO SCHIPA,1
SCUOLA NORMALE SUPERIORE,UNIVERSITA DEGLI STUDI MAGNA GRAECIA DI CATANZARO,1
ACCADEMIA NAZIONALE DI DANZA,UNIVERSITA DEGLI STUDI MAGNA GRAECIA DI CATANZARO,1
SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CIELS,UNIVERSITA DEGLI STUDI MAGNA GRAECIA DI CATANZARO,1
NABA NUOVA ACCADEMIA DI BELLE ARTI MILANO,UNIVERSITA DEGLI STUDI MAGNA GRAECIA DI CATANZARO,1
POLITECNICO DI MILANO,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA IUAV DI VENEZIA,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA POLITECNICA DELLE MARCHE,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA DEGLI STUDI ROMA TRE,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA DEGLI STUDI DI SASSARI,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA DEGLI STUDI DI URBINO CARLO BO,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA DEGLI STUDI DI VERONA,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA DEGLI STUDI DELLA CAMPANIA LUIGI VANVITELLI,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
CONSERVATORIO STATALE DI MUSICA V BELLINI PALERMO,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA DEGLI STUDI NICCOLO CUSANO TELEMATICA ROMA,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA DEGLI STUDI DI TRENTO,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA CA FOSCARI VENEZIA,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA DI PISA,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA DEGLI STUDI DI CASSINO E DEL LAZIO MERIDIONALE,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA DEGLI STUDI DI PARMA,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA DEGLI STUDI DEL PIEMONTE ORIENTALE AMEDEO AVOGADRO,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
SCUOLA NORMALE SUPERIORE,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
LUISS LIBERA UNIVERSITA INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA PER STRANIERI DI PERUGIA,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA DEGLI STUDI SUOR ORSOLA BENINCASA,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA DEGLI STUDI DI SALERNO,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
UNIVERSITA DEGLI STUDI DI TORINO,CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,1
CONSERVATORIO DI MUSICA SANTA CECILIA,UNIVERSITA DEGLI STUDI DI GENOVA,1
ACCADEMIA DI BELLE ARTI LAQUILA,UNIVERSITA DEGLI STUDI DI GENOVA,1
CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,UNIVERSITA DEGLI STUDI DI GENOVA,1
CONSERVATORIO DI MUSICA LUIGI CHERUBINI,UNIVERSITA DEGLI STUDI DI GENOVA,1
CONSERVATORIO STATALE DI MUSICA DOMENICO CIMAROSA DI AVELLINO,UNIVERSITA DEGLI STUDI DI GENOVA,1
ACCADEMIA DI BELLE ARTI DI ROMA,ACCADEMIA DI BELLE ARTI DI URBINO,1
ACCADEMIA DI BELLE ARTI LAQUILA,ACCADEMIA DI BELLE ARTI DI URBINO,1
SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CIELS,ACCADEMIA DI BELLE ARTI DI URBINO,1
UNIVERSITA DEGLI STUDI MEDITERRANEA DI REGGIO CALABRIA,ACCADEMIA DI BELLE ARTI DI URBINO,1
UNIVERSITA DEGLI STUDI DEL MOLISE,ACCADEMIA DI BELLE ARTI DI URBINO,1
UNIVERSITA DEGLI STUDI MAGNA GRAECIA DI CATANZARO,ACCADEMIA DI BELLE ARTI DI URBINO,1
LUISS LIBERA UNIVERSITA INTERNAZIONALE DEGLI STUDI SOCIALI GUIDO CARLI,ACCADEMIA DI BELLE ARTI DI URBINO,1
ACCADEMIA DI BELLE ARTI DI URBINO,LIBERA UNIVERSITA MARIA SS ASSUNTA DI ROMA,1
SCUOLA NORMALE SUPERIORE,LIBERA UNIVERSITA MARIA SS ASSUNTA DI ROMA,1
CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,LIBERA UNIVERSITA MARIA SS ASSUNTA DI ROMA,1
CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,UNIVERSITA DEGLI STUDI DI CATANIA,1
ACCADEMIA DI BELLE ARTI LAQUILA,UNIVERSITA DEGLI STUDI DI CATANIA,1
MEDIAZIONE LINGUISTICA PERUGIA SRL,UNIVERSITA DEGLI STUDI DI CATANIA,1
CONSERVATORIO DI MUSICA A VIVALDI,UNIVERSITA DEGLI STUDI DI CATANIA,1
CONSERVATORIO DI MUSICA LUIGI CHERUBINI,UNIVERSITA DEGLI STUDI DI CATANIA,1
MEDIAZIONE LINGUISTICA PERUGIA SRL,UNIVERSITA DEGLI STUDI DI MESSINA,1
CONSERVATORIO STATALE DI MUSICA DOMENICO CIMAROSA DI AVELLINO,UNIVERSITA DEGLI STUDI DI MESSINA,1
CONSERVATORIO STATALE DI MUSICA V BELLINI PALERMO,UNIVERSITA DEGLI STUDI DI MESSINA,1
CONSERVATORIO STATALE DI MUSICA L PEROSI CAMPOBASSO,UNIVERSITA DEGLI STUDI DI MESSINA,1
NABA NUOVA ACCADEMIA DI BELLE ARTI MILANO,UNIVERSITA DEGLI STUDI DI MESSINA,1
MEDIAZIONE LINGUISTICA PERUGIA SRL,UNIVERSITA VITASALUTE SAN RAFFAELE,1
NABA NUOVA ACCADEMIA DI BELLE ARTI MILANO,UNIVERSITA VITASALUTE SAN RAFFAELE,1
ACCADEMIA DI BELLE ARTI DI ROMA,UNIVERSITA VITASALUTE SAN RAFFAELE,1
FONDAZIONE ACCADEMIA DI BELLE ARTI P VANNUCCI,UNIVERSITA VITASALUTE SAN RAFFAELE,1
ACCADEMIA DI BELLE ARTI  MACERATA,UNIVERSITA VITASALUTE SAN RAFFAELE,1
NABA NUOVA ACCADEMIA DI BELLE ARTI MILANO,SAINT LOUIS MUSIC CENTER SRL,1
UNIVERSITA DEGLI STUDI DI ROMA TOR VERGATA,SAINT LOUIS MUSIC CENTER SRL,1
UNIVERSITA DEGLI STUDI DELLA TUSCIA,SAINT LOUIS MUSIC CENTER SRL,1
UNIVERSITA DEGLI STUDI DI URBINO CARLO BO,SAINT LOUIS MUSIC CENTER SRL,1
SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CIELS,SAINT LOUIS MUSIC CENTER SRL,1
UNIVERSITA DEGLI STUDI SUOR ORSOLA BENINCASA,SAINT LOUIS MUSIC CENTER SRL,1
UNIVERSITA CARLO CATTANEO  LIUC,SAINT LOUIS MUSIC CENTER SRL,1
UNIVERSITA CA FOSCARI VENEZIA,SAINT LOUIS MUSIC CENTER SRL,1
UNIVERSITA DEGLI STUDI DI ROMA LA SAPIENZA,SAINT LOUIS MUSIC CENTER SRL,1
UNIVERSITA DEGLI STUDI DI PARMA,SAINT LOUIS MUSIC CENTER SRL,1
UNIVERSITA DEGLI STUDI DELLA CAMPANIA LUIGI VANVITELLI,SAINT LOUIS MUSIC CENTER SRL,1
UNIVERSITA DEGLI STUDI DELLAQUILA,SAINT LOUIS MUSIC CENTER SRL,1
UNIVERSITA DEGLI STUDI DI SALERNO,SAINT LOUIS MUSIC CENTER SRL,1
UNIVERSITA DEGLI STUDI DI PALERMO,SAINT LOUIS MUSIC CENTER SRL,1
CONSERVATORIO DI MUSICA DI LECCE  TITO SCHIPA,SAINT LOUIS MUSIC CENTER SRL,1
UNIVERSITA POLITECNICA DELLE MARCHE,SAINT LOUIS MUSIC CENTER SRL,1
CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,SAINT LOUIS MUSIC CENTER SRL,1
UNIVERSITA DEGLI STUDI DI BERGAMO,SAINT LOUIS MUSIC CENTER SRL,1
ISSM P MASCAGNI,SAINT LOUIS MUSIC CENTER SRL,1
UNIVERSITA PER STRANIERI DI PERUGIA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,1
UNIVERSITA VITASALUTE SAN RAFFAELE,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,1
POLITECNICO DI TORINO,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,1
UNIVERSITA DEGLI STUDI DELLA TUSCIA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,1
UNIVERSITA DEGLI STUDI MEDITERRANEA DI REGGIO CALABRIA,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,1
UNIVERSITA DEGLI STUDI DELLA CAMPANIA LUIGI VANVITELLI,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,1
UNIVERSITA DEGLI STUDI MAGNA GRAECIA DI CATANZARO,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,1
SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CIELS,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,1
UNIVERSITA DEGLI STUDI DEL MOLISE,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,1
UNIVERSITA DEGLI STUDI DI ROMA FORO ITALICO,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,1
UNIVERSITA CARLO CATTANEO  LIUC,SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,1
ACCADEMIA DI BELLE ARTI DI URBINO,UNIVERSITA DEGLI STUDI DELLINSUBRIA,1
CONSERVATORIO DI MUSICA STANISLAO GIACOMANTONIO,UNIVERSITA DEGLI STUDI DELLINSUBRIA,1
NABA NUOVA ACCADEMIA DI BELLE ARTI MILANO,UNIVERSITA DEGLI STUDI DELLINSUBRIA,1
SCUOLA NORMALE SUPERIORE,UNIVERSITA DEGLI STUDI DELLINSUBRIA,1
ACCADEMIA DI BELLE ARTI LAQUILA,ACCADEMIA DI BELLE ARTI DI CARRARA,1
UNIVERSITA CARLO CATTANEO  LIUC,ACCADEMIA DI BELLE ARTI DI CARRARA,1
NABA NUOVA ACCADEMIA DI BELLE ARTI MILANO,ACCADEMIA DI BELLE ARTI DI CARRARA,1
UNIVERSITA VITASALUTE SAN RAFFAELE,ACCADEMIA DI BELLE ARTI DI CARRARA,1
CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,ACCADEMIA DI BELLE ARTI DI CARRARA,1
UNIVERSITA DEGLI STUDI SUOR ORSOLA BENINCASA,ACCADEMIA DI BELLE ARTI DI CARRARA,1
ACCADEMIA DI BELLE ARTI  MACERATA,ACCADEMIA DI BELLE ARTI DI CARRARA,1
UNIVERSITA DEGLI STUDI DI ROMA FORO ITALICO,ACCADEMIA DI BELLE ARTI DI CARRARA,1
ACCADEMIA NAZIONALE DI DANZA,ACCADEMIA DI BELLE ARTI DI BRERA,1
CONSERVATORIO DI MUSICA SANTA CECILIA,ACCADEMIA DI BELLE ARTI DI BRERA,1
VINCENZO FOPPA SOCIETÀ COOPERATIVA SOCIALE ONLUS,ACCADEMIA DI BELLE ARTI DI BRERA,1
CONSERVATORIO STATALE DI MUSICA JACOPO TOMADINI,ACCADEMIA DI BELLE ARTI DI BRERA,1
SCUOLA SUPERIORE PER MEDIATORI LINGUISTICI CAROLINA ALBASIO,ACCADEMIA DI BELLE ARTI DI BRERA,1
SAINT LOUIS MUSIC CENTER SRL,ACCADEMIA DI BELLE ARTI DI BRERA,1
CONSERVATORIO DI MUSICA STANISLAO GIACOMANTONIO,CONSERVATORIO STATALE DI MUSICA NICCOLÒ PAGANINI,1
CONSERVATORIO STATALE DI MUSICA JACOPO TOMADINI,CONSERVATORIO STATALE DI MUSICA NICCOLÒ PAGANINI,1
ACCADEMIA DI BELLE ARTI DI BRERA,CONSERVATORIO STATALE DI MUSICA NICCOLÒ PAGANINI,1
CONSERVATORIO DI MUSICA FRANCESCO VENEZZE,CONSERVATORIO STATALE DI MUSICA NICCOLÒ PAGANINI,1
CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,CONSERVATORIO STATALE DI MUSICA NICCOLÒ PAGANINI,1
UNIVERSITA DEGLI STUDI DI BERGAMO,CONSERVATORIO STATALE DI MUSICA NICCOLÒ PAGANINI,1
ALMA MATER STUDIORUM  UNIVERSITA DI BOLOGNA,CONSERVATORIO STATALE DI MUSICA NICCOLÒ PAGANINI,1
UNIVERSITA DEGLI STUDI DI CAGLIARI,CONSERVATORIO STATALE DI MUSICA NICCOLÒ PAGANINI,1
UNIVERSITA DEGLI STUDI DI TORINO,CONSERVATORIO STATALE DI MUSICA NICCOLÒ PAGANINI,1
UNIVERSITA DEGLI STUDI DELLAQUILA,CONSERVATORIO STATALE DI MUSICA NICCOLÒ PAGANINI,1
CONSERVATORIO DI MUSICA FRANCESCO VENEZZE,CONSERVATORIO DI MUSICA F CILEA,1
CONSERVATORIO DI MUSICA GIUSEPPE TARTINI,CONSERVATORIO DI MUSICA F CILEA,1
UNIVERSITA DI PISA,CONSERVATORIO DI MUSICA NICCOLÒ PICCINNI  BARI,1
UNIVERSITA DEGLI STUDI DI BERGAMO,CONSERVATORIO DI MUSICA NICCOLÒ PICCINNI  BARI,1
UNIVERSITA DEGLI STUDI DELLA TUSCIA,CONSERVATORIO DI MUSICA NICCOLÒ PICCINNI  BARI,1
